2	0.3	1698.43	0
3	0.3	869.61	0
4	0.3	496.28	0
5	0.3	340.9	0
6	0.3	245.59	0
8	0.3	140.3	0
10	0.3	90.2	0
12	0.3	63.55	0
14	0.3	46.23	0
